brand,processor_brand,processor,processor_gnrtn,ram,ssd,hdd,os,os_bit,graphic_card_gb,warranty,msoffice,Price,rating,Number of Ratings,Number of Reviews
MSI,AMD,Ryzen 5,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,49990,3 stars,0,0
DELL,AMD,Ryzen 5,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,44390,4 stars,276,24
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,57990,4 stars,4740,532
Lenovo,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,56990,4 stars,162,15
Lenovo,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,48990,4 stars,219,27
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,49970,4 stars,193,28
MSI,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,47990,4 stars,562,89
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,48990,4 stars,45,5
acer,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,53990,4 stars,7,0
Lenovo,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,52990,4 stars,39,5
acer,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,43990,3 stars,0,0
Lenovo,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,59490,4 stars,92,10
MSI,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,64990,4 stars,469,80
DELL,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,47490,2 stars,2,1
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,59990,4 stars,1978,188
Lenovo,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,69990,4 stars,9,0
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,58990,4 stars,1049,134
DELL,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,59490,4 stars,74,18
HP,AMD,Ryzen 5,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,67500,4 stars,196,19
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,32-bit,0 GB,No warranty,No,48990,4 stars,17,1
ASUS,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,62450,4 stars,172,36
ASUS,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,58990,4 stars,324,34
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,57999,4 stars,86,15
ASUS,AMD,Ryzen 5,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,56990,4 stars,4,1
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,72990,4 stars,16,4
HP,AMD,Ryzen 5,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,65990,4 stars,104,18
HP,AMD,Ryzen 5,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,98020,3 stars,0,0
HP,AMD,Ryzen 5,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,63990,4 stars,90,13
ASUS,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,32-bit,0 GB,1 year,Yes,49890,4 stars,6,1
DELL,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,49990,4 stars,47,7
DELL,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,59490,3 stars,0,0
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,73999,4 stars,206,27
DELL,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,60990,4 stars,183,42
DELL,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,6 GB,No warranty,No,76190,4 stars,358,64
Lenovo,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,3 years,Yes,74798,3 stars,0,0
ASUS,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,58990,4 stars,88,13
HP,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,32-bit,4 GB,No warranty,No,68100,3 stars,0,0
Lenovo,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,77990,3 stars,0,0
HP,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,55090,4 stars,364,52
ASUS,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,91990,3 stars,0,0
HP,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,84208,3 stars,0,0
acer,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,44990,4 stars,313,39
HP,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,53490,4 stars,826,118
Lenovo,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,76498,3 stars,0,0
DELL,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,98920,3 stars,0,0
MSI,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,54990,4 stars,1410,203
acer,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,49990,4 stars,47,6
HP,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,32-bit,0 GB,No warranty,No,52380,3 stars,0,0
acer,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,49990,4 stars,6,1
HP,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,52500,4 stars,741,67
ASUS,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,49990,4 stars,14,2
acer,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,75999,3 stars,0,0
ASUS,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,80990,3 stars,0,0
Lenovo,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,32-bit,0 GB,1 year,No,59900,3 stars,3,0
HP,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,54590,4 stars,349,69
DELL,AMD,Ryzen 5,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,75500,3 stars,0,0
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,51890,4 stars,519,48
ASUS,AMD,Ryzen 5,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,78000,2 stars,3,0
HP,AMD,Ryzen 5,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,59999,4 stars,19,1
HP,AMD,Ryzen 5,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,64990,3 stars,8,1
DELL,AMD,Ryzen 5,Not Available,4 GB,1024 GB,0 GB,Windows,32-bit,0 GB,No warranty,No,57900,4 stars,3,1
Lenovo,AMD,Ryzen 5,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,3 years,Yes,81978,3 stars,0,0
HP,AMD,Ryzen 5,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,4 GB,1 year,No,59990,4 stars,1480,151
DELL,AMD,Ryzen 5,Not Available,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,49490,4 stars,31,3
ASUS,AMD,Ryzen 5,Not Available,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,54990,4 stars,18,3
Lenovo,AMD,Ryzen 5,Not Available,8 GB,256 GB,1024 GB,Windows,64-bit,4 GB,No warranty,No,68500,4 stars,271,24
ASUS,AMD,Ryzen 5,Not Available,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,54990,4 stars,49,6
ASUS,AMD,Ryzen 5,Not Available,8 GB,256 GB,1024 GB,Windows,32-bit,0 GB,1 year,Yes,54990,4 stars,474,65
Lenovo,AMD,Ryzen 5,Not Available,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,63990,4 stars,861,116
HP,AMD,Ryzen 5,Not Available,4 GB,256 GB,1024 GB,Windows,64-bit,4 GB,1 year,No,80000,4 stars,34,6
DELL,AMD,Ryzen 5,Not Available,4 GB,256 GB,1024 GB,Windows,32-bit,0 GB,No warranty,No,51990,3 stars,0,0
ASUS,AMD,Ryzen 5,Not Available,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,62990,4 stars,165,34
HP,AMD,Ryzen 5,Not Available,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,52990,4 stars,698,74
ASUS,AMD,Ryzen 5,Not Available,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,75100,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,16 GB,512 GB,0 GB,Windows,32-bit,4 GB,No warranty,No,76990,4 stars,22,3
ASUS,AMD,Ryzen 7,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,79990,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,71990,4 stars,144,16
ASUS,AMD,Ryzen 7,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,71990,4 stars,1810,235
Lenovo,AMD,Ryzen 7,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,99990,4 stars,26,1
ASUS,AMD,Ryzen 7,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,79990,3 stars,0,0
DELL,AMD,Ryzen 7,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,93990,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,82990,4 stars,1067,145
ASUS,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,106990,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,92990,4 stars,25,4
Lenovo,Intel,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,32-bit,4 GB,3 years,Yes,81490,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,56990,3 stars,0,0
MSI,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,64990,3 stars,0,0
Lenovo,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,60990,4 stars,530,69
Lenovo,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,84988,3 stars,0,0
HP,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,90990,4 stars,273,40
ASUS,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,63990,4 stars,77,7
Lenovo,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,63990,4 stars,105,10
HP,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,57999,4 stars,44,5
ASUS,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,32-bit,4 GB,No warranty,No,72400,3 stars,0,0
Lenovo,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,78990,4 stars,6,0
acer,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,59990,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,32-bit,4 GB,1 year,No,111990,3 stars,0,0
HP,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,32-bit,0 GB,No warranty,No,109000,3 stars,0,0
DELL,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,6 GB,No warranty,No,89990,4 stars,191,27
Lenovo,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,3 years,Yes,78988,3 stars,0,0
Lenovo,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,73138,3 stars,4,1
Lenovo,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,106990,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,32-bit,4 GB,No warranty,No,79990,3 stars,0,0
DELL,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,89570,3 stars,0,0
HP,AMD,Ryzen 7,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,68500,4 stars,134,22
Lenovo,AMD,Ryzen 7,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,73400,3 stars,0,0
HP,AMD,Ryzen 7,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,79990,3 stars,23,6
HP,AMD,Ryzen 7,Not Available,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,84990,2 stars,4,2
MSI,AMD,Ryzen 7,Not Available,16 GB,1024 GB,0 GB,Windows,64-bit,8 GB,1 year,No,99990,4 stars,108,24
ASUS,AMD,Ryzen 7,Not Available,8 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,72990,4 stars,198,24
HP,AMD,Ryzen 7,Not Available,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,92990,3 stars,0,0
HP,AMD,Ryzen 7,Not Available,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,84190,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,112990,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,32-bit,4 GB,1 year,No,114990,3 stars,0,0
acer,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,No,99990,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,32-bit,4 GB,No warranty,No,95990,4 stars,57,3
HP,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,8 GB,1 year,No,159990,4 stars,17,2
ASUS,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,76990,3 stars,0,0
Lenovo,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,Yes,130990,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,99990,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,112990,3 stars,0,0
Lenovo,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,77988,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,76000,5 stars,1,1
ASUS,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,No,99990,4 stars,77,15
ASUS,AMD,Ryzen 7,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,111000,3 stars,0,0
ASUS,AMD,Ryzen 7,Not Available,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,84970,3 stars,2,1
HP,AMD,Ryzen 7,Not Available,16 GB,256 GB,1024 GB,Windows,64-bit,4 GB,1 year,Yes,75990,4 stars,1084,123
acer,AMD,Ryzen 7,Not Available,16 GB,256 GB,1024 GB,Windows,64-bit,6 GB,1 year,No,89990,4 stars,272,36
acer,AMD,Ryzen 7,Not Available,16 GB,256 GB,1024 GB,Windows,64-bit,4 GB,No warranty,No,81990,4 stars,141,24
Lenovo,AMD,Ryzen 7,Not Available,4 GB,512 GB,1024 GB,Windows,32-bit,0 GB,No warranty,No,80490,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,No,135990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,16 GB,1024 GB,0 GB,Windows,32-bit,0 GB,1 year,No,154990,4 stars,194,42
ASUS,AMD,Ryzen 9,Not Available,16 GB,1024 GB,0 GB,Windows,64-bit,8 GB,1 year,Yes,199990,4 stars,9,2
ASUS,AMD,Ryzen 9,Not Available,16 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,114990,4 stars,28,4
ASUS,AMD,Ryzen 9,Not Available,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,Yes,129990,4 stars,204,35
ASUS,AMD,Ryzen 9,Not Available,16 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,114990,4 stars,32,6
MSI,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,146990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,104990,4 stars,14,2
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,No,114990,4 stars,14,1
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,124990,5 stars,3,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,134990,3 stars,0,0
HP,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,8 GB,1 year,Yes,141990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,129990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,142990,4 stars,4,1
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,121990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,124990,4 stars,44,12
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,6 GB,No warranty,No,141990,4 stars,61,13
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,No,162990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,130500,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,116990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,32-bit,6 GB,No warranty,No,138990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,234990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,135990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,144990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,No,149990,3 stars,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,No,142990,3 stars,0,0
Lenovo,AMD,Ryzen 5,10th,8 GB,512 GB,0 GB,DOS,64-bit,0 GB,No warranty,No,57490,4 stars,18,4
